	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L2_CD49a	L3_CD49a
Gm22628	0	0	0	0	0	0	0	0	0	0	0
RP24-392F16.3	1	0	0	0	0	0	1	0	0	0	0
RP24-392E16.1	0	0	0	0	0	0	0	0	0	0	0
RP24-392E16.2	0	0	0	0	0	0	0	0	0	0	0
RP24-140A15.2	0	0	0	0	0	0	0	1	0	0	0
RP24-140A15.1	0	0	0	0	0	0	0	0	0	0	0
RP24-358N14.2	0	0	0	0	0	0	0	0	0	0	0
RP24-358N14.1	0	1	0	0	0	1	1	2	1	0	0
CAAA01139602.2	0	0	0	0	0	0	0	0	0	0	0
RP23-352I19.1	0	0	0	0	0	0	0	0	0	0	0
Sugct	0	1	2	11	3	1	11	1	9	4	3
Gm26098	0	0	0	0	0	0	0	0	0	0	0
RP23-346H4.3	0	0	0	0	0	0	0	0	0	0	0
RP24-377E1.2	0	0	0	0	0	0	0	0	0	0	0
RP23-346H4.1	0	0	0	0	1	0	0	0	0	0	1
Gm25020	0	0	0	0	0	0	0	0	0	0	0
RP23-27A13.1	0	0	0	0	0	0	0	0	0	0	0
RP23-223P19.1	0	0	0	0	0	0	0	0	0	1	0
RP24-377E1.5	0	0	0	0	0	0	0	0	0	0	0
Gm24873	0	0	0	0	0	0	1	0	0	0	0
Mplkip	1110	969	626	916	639	823	1256	1126	1089	999	844
RP24-362C22.3	6	14	4	9	4	12	4	21	9	11	3
Cdk13	1864	2148	1280	2962	2870	3432	2151	2340	2146	2707	2083
RP24-549A19.8	11	27	4	9	38	23	15	11	26	11	12
Mir466i	2	5	1	4	1	3	1	2	1	7	0
RP24-549A19.5	0	0	9	2	7	2	4	0	4	0	1
Gm24018	0	0	0	2	1	0	0	0	0	0	0
RP24-549A19.2	0	2	1	2	4	1	4	1	1	2	1
Rala	744	542	367	1339	1177	1407	647	587	567	1002	918
RP23-5P19.5	0	0	2	2	0	11	6	1	5	4	3
RP24-140A15.3	3	1	1	3	2	7	9	3	0	2	2
RP23-5P19.9	0	0	0	2	6	1	0	8	0	4	5
RP23-5P19.4	0	0	0	1	1	6	0	0	0	1	0
RP23-5P19.10	0	0	0	0	0	0	0	0	0	0	0
RP23-5P19.8	0	0	0	0	0	0	0	0	0	0	0
RP23-5P19.12	0	0	0	0	0	0	0	0	0	0	0
Yae1d1	402	236	176	243	144	243	371	293	309	259	224
RP23-5P19.11	0	0	1	0	0	0	0	0	0	0	0
Vdac3-ps1	14	5	3	2	3	7	10	3	9	3	17
RP23-5P19.7	0	0	0	0	0	0	0	0	0	0	0
RP24-377E1.4	0	0	0	0	0	0	0	0	0	0	0
CAAA01139602.1	0	0	0	0	0	0	0	0	0	0	0
Pou6f2	0	0	0	0	0	0	0	0	0	0	0
RP23-109N9.2	0	0	0	0	0	0	1	1	0	0	0
Vps41	995	614	477	894	963	721	1053	1011	784	1173	867
Gm26172	0	0	0	0	0	0	0	0	0	0	0
Amph	0	18	0	0	2	2	0	2	0	0	0
RP23-122H1.5	0	0	0	0	0	0	0	0	0	0	0
RP23-122H1.4	0	0	0	0	0	0	0	0	0	0	0
RP23-122H1.2	0	0	0	0	0	0	0	0	0	0	0
RP23-122H1.6	0	0	0	0	0	0	0	0	0	0	0
RP23-122H1.3	0	0	0	0	0	0	0	0	0	0	0
RP23-167F18.7	0	0	0	1	0	0	0	0	0	0	0
Tcrg-V7	0	6	0	5	2	2	0	4	0	0	4
Tcrg-V4	3	8	0	0	2	3	0	4	0	6	1
Tcrg-V6	0	0	0	1	0	1	0	0	0	3	0
Tcrg-V5	0	3	0	0	0	0	0	0	0	0	0
Trgj1	1	2	0	0	0	0	0	1	1	0	0
Tcrg-C1	17	42	4	8	4	31	0	36	2	28	21
Tcrg-V3	0	2	0	5	4	0	0	0	0	1	4
Trgj3	0	0	0	0	2	0	0	0	0	0	0
Tcrg-C3	0	2	0	1	11	2	0	0	0	0	6
Tcrg-C2	153	196	36	553	470	631	111	97	102	236	274
Trgj2	0	2	1	2	3	7	0	0	0	2	2
Trgv2	56	64	14	200	172	219	42	37	36	75	70
Tcrg-V1	3	16	1	0	1	7	2	6	4	3	7
Trgj4	0	3	0	0	1	1	1	1	0	2	1
Tcrg-C4	33	84	8	26	32	17	42	39	25	27	26
Stard3nl	509	444	323	727	719	708	615	742	568	847	655
RP23-306G1.11	8	6	12	11	15	17	16	9	3	33	14
RP23-306G1.12	0	0	0	0	0	0	0	0	0	0	0
RP23-68H13.1	0	0	0	0	0	0	0	0	0	0	0
RP23-7E23.4	0	0	0	0	0	0	0	0	0	0	0
Epdr1	0	3	0	0	10	3	0	0	4	12	1
Sfrp4	0	0	0	0	0	0	0	0	0	0	0
Nme8	0	0	0	0	0	0	0	0	0	0	0
RP23-7E23.5	0	0	0	0	0	0	0	0	0	0	0
RP23-182K18.1	0	0	0	1	0	0	0	0	4	0	0
Gpr141	137	76	35	171	191	80	18	3	75	337	246
RP23-91G21.1	0	0	0	0	0	0	0	0	0	0	0
RP24-389O11.1	6	4	4	4	5	2	2	2	10	3	9
Elmo1	8174	6999	4435	5802	5781	5674	7621	6364	7179	6323	6269
RP23-213I18.2	2	7	2	4	2	17	10	3	15	6	0
RP23-241N10.1	18	45	38	13	18	22	29	27	36	35	14
RP23-241N10.2	16	17	17	20	7	10	15	13	41	12	6
RP23-241N10.4	1	0	0	2	0	0	0	2	0	0	1
RP23-437I5.2	0	0	0	0	0	0	0	0	0	0	0
RP23-437I5.1	0	0	2	0	1	1	0	0	0	0	0
RP23-437I5.3	0	1	0	1	0	0	0	0	0	0	0
Aoah	1	0	1	6	9	21	1	0	2	45	70
RP23-218A9.1	0	0	0	0	0	0	1	0	0	0	1
Gm25605	0	0	0	0	0	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0	0	0	0	0	1
Olfr1369-ps1	0	0	0	1	0	1	0	0	0	1	0
Olfr263	0	0	0	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0	0	0	0
RP23-19L20.5	2	3	1	12	1	9	12	11	7	2	7
Trim27	6137	5337	2977	4535	3948	4825	5601	5651	4843	4844	4083
Gpx5	0	0	0	0	0	0	0	0	0	0	0
RP23-54E4.8	0	0	0	0	0	0	0	0	0	0	0
Gpx6	0	0	0	0	0	5	0	0	0	0	0
Olfr1367	0	0	0	0	0	0	0	0	0	0	0
Zscan12	304	165	157	72	87	124	341	289	196	111	105
RP23-54E4.4	0	0	0	8	2	2	5	5	0	0	0
Zkscan3	871	796	541	959	795	1061	1044	776	1129	881	737
Mir6942	3	2	2	3	2	2	3	4	3	1	2
Pgbd1	10	2	2	0	6	0	0	14	2	4	6
RP23-54E4.1	0	0	0	0	0	0	2	0	0	0	0
Zscan26	185	145	97	229	159	201	188	154	216	184	176
Mir1896	0	0	0	0	0	0	0	0	0	0	0
Nkapl	0	0	0	1	0	7	9	0	0	2	3
RP23-298F22.11	0	0	0	0	0	0	0	0	0	0	0
Zkscan4	0	4	0	0	0	0	0	0	0	0	0
Gm10065	0	0	0	0	0	0	0	0	0	0	0
Gm23779	0	0	0	0	0	0	0	0	0	0	0
Hbld2	3	2	2	4	1	8	0	4	1	0	1
RP23-298F22.4	18	16	9	12	9	14	16	20	27	23	21
Zfp389	7	0	4	0	0	1	2	16	3	6	1
Zkscan8	234	212	99	218	87	203	197	205	187	165	110
Olfr1366	0	2	0	0	0	0	2	0	5	1	0
Olfr1535	0	0	0	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0	0	0	1
Olfr11	0	0	0	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bl	0	0	0	1	0	1	0	0	0	3	0
Hist1h2ai	1	0	2	0	4	5	5	1	3	1	2
Gm44367	0	0	0	0	0	0	0	0	0	0	0
Hist1h3h	0	0	2	0	0	1	0	0	0	0	3
Gm44357	0	0	0	0	0	0	0	0	0	0	0
Hist1h2aj	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bm	1	1	0	3	0	0	1	0	0	1	1
Hist1h4j	0	0	0	8	1	3	0	0	0	0	0
Hist1h4k	0	0	0	5	5	6	0	0	0	2	0
Hist1h2ak	2	3	2	4	1	0	1	1	1	4	1
Gm44454	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bn	1	0	0	3	3	1	0	0	1	0	1
RP23-138F20.17	0	0	0	0	4	0	0	0	0	1	0
Hist1h1b	15	7	6	18	6	8	6	6	1	1	6
Hist1h3i	13	13	6	18	12	8	13	13	6	5	10
Hist1h2an	0	1	2	0	0	0	0	0	0	0	1
Gm44346	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bp	0	0	2	2	4	3	1	0	0	0	2
Hist1h2bq	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	0	0	0	0	0	0
Gm19658	0	0	0	0	0	0	0	0	0	0	0
Hist1h4m	11	5	4	13	12	10	15	9	9	9	5
Hist1h4n	9	3	2	8	10	6	5	4	4	12	5
Hist1h2ap	1	0	0	0	0	0	0	0	0	0	0
Gm44466	0	0	0	0	0	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0	0	0	0	0	0
RP23-38E20.7	0	0	0	0	0	0	0	0	0	0	0
Mir1983	0	0	0	0	0	0	0	0	0	0	0
RP23-38E20.8	0	0	0	0	0	0	0	0	0	0	0
Gm44456	0	0	1	0	0	0	1	0	0	0	0
RP23-38E20.10	0	4	0	0	0	2	2	0	1	0	0
Zfp184	14	4	2	9	6	4	1	2	0	9	19
RP23-38E20.13	1	0	2	0	0	0	0	0	0	0	1
RP23-38E20.14	0	0	0	1	0	0	0	0	0	0	0
Pom121l2	0	0	2	0	0	0	0	0	9	0	0
Prss16	26	25	21	26	63	74	5	27	15	111	46
RP23-9O16.3	1	0	0	3	0	0	0	0	0	8	1
RP23-9O16.5	0	0	0	0	3	0	0	0	0	3	0
Gm44390	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ah	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bk	0	1	0	0	0	4	0	0	0	0	0
Hist1h4i	45	15	12	56	60	91	40	19	42	37	32
Hist1h2ag	1	0	0	1	0	0	2	0	1	0	0
Gm44486	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bj	9	0	2	6	5	2	0	0	3	7	3
RP23-9O16.26	3	3	0	0	0	3	0	1	0	8	2
Vmn1r-ps92	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps93	0	0	0	0	0	0	0	0	0	0	0
RP23-9O16.14	0	1	0	0	1	2	0	0	1	1	0
Gm26300	0	0	0	0	0	0	0	0	0	0	0
Vmn1r188	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps94	0	0	0	0	0	0	0	0	0	0	0
Vmn1r189	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps95	0	0	0	0	0	0	0	0	0	0	0
RP23-9O16.25	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps97	0	0	0	0	0	0	0	0	0	0	0
Vmn1r190-ps	0	0	0	0	0	0	0	0	0	0	0
RP23-9O16.22	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps99	0	0	0	0	0	0	0	0	0	0	0
Vmn1r191	0	0	0	0	0	0	0	0	0	0	0
Vmn1r192	0	0	0	0	1	0	0	0	0	0	0
Gm25084	0	0	0	0	0	0	0	0	0	0	0
Gm23282	0	0	0	0	0	0	0	0	0	0	0
Vmn1r193	0	0	0	0	0	0	0	0	0	0	0
Vmn1r194	0	0	0	0	0	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0	0	0	0	0	0
RP23-124G18.2	0	0	1	0	0	0	1	0	0	0	0
Vmn1r196	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps100	0	0	0	0	0	0	0	0	0	0	0
Vmn1r197	0	0	0	0	0	0	0	0	0	0	0
RP23-124G18.9	0	0	0	0	0	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0	0	0	0	0	0
RP23-124G18.10	0	0	0	0	0	0	0	0	0	0	0
Vmn1r199	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps102	0	0	0	0	0	0	0	0	0	0	0
Vmn1r200	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps103	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps104	0	0	0	0	0	0	0	0	0	0	0
RP23-316N16.4	0	0	0	0	0	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps106	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps107	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps108	0	0	0	0	0	0	0	0	0	0	0
Vmn1r202	0	0	0	0	0	0	0	0	0	0	0
Vmn1r203	0	0	0	0	0	0	0	0	0	0	0
RP23-316N16.8	0	0	0	0	0	0	0	0	0	0	0
Vmn1r204	0	0	0	0	0	0	0	0	0	0	0
Vmn1r205	0	0	0	0	0	0	0	0	0	0	0
Vmn1r206	0	0	0	5	0	0	0	0	0	0	0
Vmn1r-ps109	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps110	0	0	0	0	0	0	0	0	0	0	0
RP23-330D1.5	0	0	0	0	0	0	0	1	0	0	0
Vmn1r-ps111	0	0	0	0	0	0	0	0	0	0	0
RP23-330D1.7	0	0	0	0	0	0	0	0	0	0	0
Vmn1r207-ps	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps112	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps113	0	0	0	0	0	0	0	0	0	0	0
RP23-75H1.4	0	0	0	0	0	0	0	0	0	0	0
Vmn1r208	0	0	0	0	0	0	0	0	0	0	0
RP23-75H1.5	0	0	0	0	0	0	0	0	0	0	0
Vmn1r209	0	0	0	2	0	1	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps114	0	0	0	0	0	0	0	0	0	0	0
Vmn1r211	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps116	0	0	0	0	0	0	0	0	0	0	0
Gm23774	0	0	0	0	0	0	0	0	0	0	0
Vmn1r212	0	0	0	0	0	0	0	0	0	0	0
RP23-66B21.9	0	0	0	0	0	0	0	0	0	0	0
RP23-66B21.8	0	0	0	0	0	0	0	0	0	0	0
RP23-66B21.4	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps120	0	0	0	0	0	0	0	0	0	0	0
RP23-66B21.5	0	0	0	0	0	0	0	0	0	0	0
RP23-66B21.7	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps123	0	0	0	0	0	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps125	0	0	0	0	0	0	0	0	0	0	0
Vmn1r214	0	0	0	0	0	0	0	0	0	0	0
RP23-277B9.13	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps126	0	0	0	0	0	0	0	0	0	0	0
Vmn1r215	0	0	0	0	0	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0	0	0	0	0	0
RP23-277B9.4	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps127	0	0	0	0	0	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps128	0	0	0	0	0	0	0	0	0	0	0
Vmn1r218	0	0	0	0	0	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0	0	0	0	0	0
RP23-154I9.5	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps132	0	0	0	0	0	0	0	0	0	0	0
Vmn1r221	0	0	0	0	0	0	0	0	0	0	0
RP23-9O13.11	0	0	0	0	0	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0	0	0	0	0	0
Vmn1r223	0	0	0	0	0	0	0	0	0	0	0
RP23-9O13.3	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps135	0	0	0	0	0	0	0	0	0	0	0
RP23-9O13.5	0	0	0	0	0	0	0	0	0	0	0
RP23-9O13.6	0	0	0	0	0	0	0	0	0	0	0
RP23-9O13.7	0	0	0	0	0	0	0	0	0	0	0
RP23-9O13.8	0	0	0	0	0	0	0	0	0	0	0
Zfp322a	1051	576	497	502	289	490	962	586	603	557	507
RP23-9O13.10	0	1	0	0	0	0	0	0	0	0	0
Abt1	1917	1395	994	1563	1370	1584	1312	1366	1267	1468	1455
RP23-16H24.2	0	0	6	1	0	4	0	0	0	3	1
RP23-16H24.5	0	0	0	1	0	0	0	0	5	0	1
Btn1a1	0	0	0	6	2	0	0	0	0	0	1
Btn2a2	0	6	0	0	0	0	0	0	0	0	0
n-TStga1	0	0	0	0	0	0	0	0	0	0	0
RP23-283N14.2	0	0	0	0	0	0	0	0	0	0	0
Hist1h4h	18	10	9	24	14	25	10	20	11	18	10
Hist1h2af	0	0	0	0	0	0	0	0	0	0	0
Gm44297	0	0	0	0	0	0	0	0	0	0	0
Hist1h3g	0	1	0	0	0	0	2	2	0	0	0
Hist1h2bh	2	2	3	0	6	0	0	0	0	5	0
Hist1h3f	3	3	1	8	12	5	0	10	2	10	9
Hist1h4f	0	1	0	3	2	0	0	0	9	2	2
Hist1h1d	0	2	3	32	7	17	13	4	6	24	11
Hist1h3e	11	5	8	23	19	28	22	23	16	23	17
Hist1h2ae	15	12	3	12	9	12	4	9	5	18	15
Gm44394	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bg	1	0	0	6	11	4	0	4	0	5	4
Hist1h2bf	0	0	0	5	3	0	0	0	0	3	0
Hist1h2ad	0	2	1	4	2	5	0	0	0	0	1
Gm44359	0	0	0	0	0	0	0	0	0	0	0
Hist1h3d	2	1	0	28	24	11	0	2	1	1	6
Hist1h4d	249	194	111	489	401	362	179	229	176	388	304
Hist1h2be	7	4	3	19	15	46	6	23	8	22	8
Hist1h1e	45	28	11	48	25	46	43	44	31	41	42
RP23-283N14.1	0	0	0	0	0	0	0	0	0	0	0
Gm22452	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ac	1	6	4	36	22	12	6	2	10	20	10
Gm24991	0	0	0	0	0	0	0	0	0	0	0
Gm44350	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bc	41	33	14	248	220	187	24	87	45	102	72
Hist1h1t	0	0	0	2	0	3	0	0	0	1	0
Hist1h4c	16	18	15	55	30	46	29	24	23	46	44
Hfe	12	18	0	3	14	13	0	1	6	29	21
RP23-480B19.18	0	0	0	0	0	0	0	0	0	0	0
Hist1h1c	83	52	34	323	319	317	66	81	54	236	185
Hist1h3c	1	3	0	2	1	0	1	4	0	0	5
RP23-480B19.12	0	0	0	0	1	0	0	0	0	0	0
Gm44314	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bb	4	0	0	1	4	4	3	1	1	0	3
Hist1h2ab	7	2	3	7	1	2	0	1	0	3	0
Gm44484	0	0	0	0	0	0	0	0	0	0	0
Hist1h3b	1	1	0	0	1	2	0	0	0	0	0
RP23-480B19.17	0	0	0	0	0	1	0	0	0	0	0
Hist1h4b	1	0	0	3	0	2	3	2	3	0	0
Hist1h4a	2	6	2	3	3	10	0	0	0	4	1
Hist1h3a	13	13	5	6	6	22	12	1	3	8	6
Hist1h1a	0	0	0	1	0	0	0	0	1	8	2
Trim38	0	2	0	2	0	0	0	1	1	0	0
RP23-480B19.16	0	0	0	0	0	0	0	0	0	0	0
Slc17a2	0	0	0	0	0	0	0	0	0	0	0
Slc17a3	0	0	0	0	0	0	0	0	0	0	0
Slc17a1	0	0	0	0	0	0	0	0	0	0	0
Slc17a4	0	0	0	0	0	0	0	0	0	0	0
Snrp1c-ps2	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ba	0	0	0	0	0	0	0	0	0	0	0
Hist1h2aa	0	0	0	0	0	0	0	0	0	0	0
Gm44344	0	0	0	0	0	0	0	0	0	0	0
Scgn	0	2	0	0	0	0	0	0	0	0	0
RP23-462P2.8	0	0	0	0	0	0	0	0	0	0	0
Lrrc16a	10	40	18	36	14	24	155	52	45	16	23
RP23-96E5.1	0	0	0	0	0	0	0	0	0	0	0
RP23-96E5.3	0	0	0	0	0	0	0	0	0	0	0
Gm23340	0	0	0	0	0	0	0	0	0	0	0
RP23-96E5.4	0	0	0	0	0	0	0	0	0	0	0
Cmah	49	99	42	18	36	68	99	195	69	111	60
RP23-80C18.5	2	4	6	0	0	0	12	9	7	2	0
RP23-80C18.4	0	0	0	0	0	0	0	0	0	0	0
Gm22013	0	0	0	0	0	0	0	0	0	0	0
Fam65b	264	458	192	386	563	390	300	516	357	1036	591
RP23-43M4.1	9	15	13	12	17	0	8	26	5	24	21
C530050E15Rik	4	10	2	21	18	9	22	8	4	4	5
RP23-92G13.3	0	0	0	0	1	2	0	0	0	0	0
Gmnn	119	85	68	155	132	152	129	99	90	137	114
RP23-92G13.4	930	646	583	2086	1252	1958	1233	1474	1095	1601	1326
Gm22358	1	1	2	9	3	7	5	4	5	0	5
Acot13	160	95	81	91	76	133	189	207	167	142	109
Tdp2	891	898	548	845	737	747	842	740	897	821	642
RP23-92G13.7	0	2	0	0	2	0	0	0	1	1	0
RP23-92G13.8	0	0	0	3	0	0	0	0	0	0	0
Aldh5a1	1	0	0	1	3	7	7	9	0	0	1
RP23-92G13.12	0	0	0	0	1	0	0	0	8	0	0
Gpld1	0	4	1	11	5	0	1	3	4	1	2
Mrs2	920	645	472	661	761	714	799	656	721	765	635
RP23-211M15.3	0	0	0	0	0	0	0	0	0	0	0
Dcdc2a	0	0	0	2	0	0	0	0	0	0	1
RP23-211M15.2	0	0	0	0	0	0	0	0	0	0	0
Nrsn1	0	0	1	1	0	0	0	0	0	0	0
RP23-209G11.2	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs8	0	0	0	0	0	0	0	0	0	0	0
RP23-313I15.1	39	16	12	9	5	4	23	13	11	11	15
RP23-313I15.2	0	0	0	0	0	0	0	0	0	0	0
RP23-265O1.1	0	0	0	0	0	0	0	0	0	0	0
RP23-201H16.1	0	0	0	0	0	0	0	0	0	0	0
RP23-125J3.1	0	0	0	0	0	0	0	0	0	0	0
RP23-125J3.2	0	0	0	0	0	0	0	0	0	0	0
RP23-169M24.1	1	1	3	1	0	0	1	2	1	1	4
RP23-138O19.3	0	0	0	0	0	0	0	0	0	0	0
Hdgfl1	0	0	0	0	0	0	0	0	0	0	0
RP23-138O19.4	0	0	0	0	0	0	0	0	0	0	0
RP23-138O19.2	0	0	0	0	0	0	0	0	0	0	0
RP23-303D18.1	0	0	0	0	0	0	0	0	0	0	0
RP23-465I8.1	0	0	0	0	0	0	0	0	0	0	0
Prl	0	0	0	0	0	0	0	0	0	0	0
Prl3d1	0	0	0	0	0	0	0	0	0	0	0
Prl3d2	0	0	0	0	0	0	0	0	0	0	0
Prl3d3	0	0	0	0	0	0	0	0	0	0	0
Prl3c1	0	0	0	0	0	0	0	0	0	0	0
Prl3b1	0	0	0	0	0	0	0	0	0	0	0
Prl3a1	0	0	0	0	0	0	0	0	0	0	0
RP23-189A16.7	0	0	0	0	0	0	0	0	0	0	0
RP23-122C3.1	0	0	0	0	0	0	0	0	0	0	0
Prl6a1	0	0	0	0	0	0	0	0	0	0	0
RP23-142M3.3	0	0	0	0	0	0	0	0	0	0	0
RP23-142M3.4	0	0	0	0	0	0	0	0	0	0	0
Prl8a2	0	0	0	0	0	0	0	0	1	0	0
Prl2b1	0	0	0	0	0	0	0	0	0	0	0
Prl8a6	0	0	0	0	0	0	0	0	0	0	0
Prl8a8	0	0	0	0	0	0	0	0	0	0	0
Prl8a9	0	0	0	0	0	0	0	0	0	0	0
Prl8a1	0	0	0	0	0	0	0	0	0	0	0
Prl7b1	0	0	0	0	0	0	0	0	0	0	0
Prl7a1	0	0	0	0	0	0	0	0	0	0	0
Prl7a2	0	0	0	0	0	0	0	0	0	0	0
RP23-135A24.2	0	0	0	0	0	0	0	0	0	0	0
Prl7d1	0	0	0	0	0	0	0	0	0	0	0
Prl7c1	0	0	0	0	0	0	0	0	0	0	0
Prl2a1	0	0	0	0	0	0	0	0	0	0	0
Prl2c1	0	0	0	0	0	0	0	0	0	0	0
Gm22476	0	0	0	0	0	0	0	0	0	0	0
RP23-374O23.3	0	0	0	0	0	0	0	0	0	0	0
RP23-374O23.1	0	0	0	0	0	0	0	0	0	0	0
RP23-374O23.2	0	0	0	0	0	0	0	0	0	0	0
Prl4a1	0	0	0	0	0	0	0	0	0	0	0
RP23-231P12.4	0	0	0	0	0	0	0	0	0	0	0
Prl5a1	0	0	0	0	0	0	0	0	0	0	0
RP23-371K8.1	103	63	30	39	25	35	97	141	60	78	54
RP23-128M23.1	0	0	0	0	0	0	0	0	0	0	0
RP23-128M23.2	0	0	0	0	0	0	0	0	0	0	1
RP23-143O13.1	0	0	1	1	3	0	0	0	0	0	0
RP23-143O13.2	0	0	0	0	0	0	0	0	0	0	0
Mir6368	0	0	0	0	0	0	0	0	0	0	0
Gm17528	0	0	0	0	0	0	0	0	0	0	0
RP23-45H23.1	0	0	1	0	0	0	0	0	0	0	0
RP23-45H23.2	0	0	0	0	0	0	0	0	0	0	0
Gm26735	0	0	0	0	0	0	0	0	0	0	0
Sox4	389	392	175	24	34	21	166	145	72	20	13
RP23-262C6.2	0	0	1	1	0	0	1	0	0	0	0
RP23-298D10.2	0	0	0	0	0	0	0	0	0	0	0
Cdkal1	745	799	495	638	430	705	788	696	639	612	645
RP23-202F3.1	0	0	0	0	0	0	0	0	0	0	0
E2f3	262	138	115	232	197	206	228	201	215	242	281
RP23-235O1.3	4	2	0	1	0	0	1	2	11	2	0
RP23-232M10.1	0	0	0	0	0	0	0	0	0	0	0
RP23-232M10.6	0	0	0	0	0	0	0	0	0	0	0
RP23-232M10.4	0	0	0	0	0	0	0	0	1	1	0
Mboat1	155	66	79	125	90	101	136	83	45	99	50
Gm23206	0	0	0	0	0	0	0	0	0	0	0
RP23-232M10.3	0	0	0	0	0	0	0	0	0	0	0
Agtr1a	0	0	0	0	0	0	0	0	0	0	0
RP23-372H19.4	0	0	0	1	1	1	1	0	2	0	0
RP23-372H19.2	0	0	0	0	0	0	0	0	0	0	0
Uqcrfs1	8935	6006	4471	4372	4257	5152	7739	7166	5920	5942	5346
RP23-279E14.2	0	0	0	0	6	2	0	0	0	0	0
Dusp22	482	455	272	312	282	322	353	304	214	309	280
RP23-217J3.2	0	0	0	1	0	0	0	0	0	0	1
Irf4	24424	18002	11183	18394	17042	17353	11168	11210	10055	13545	10841
RP23-213G18.5	17	17	16	23	12	14	26	25	21	6	3
Exoc2	2493	1842	1312	2197	2181	2356	1888	1966	1577	2552	2126
Hus1b	0	1	2	2	1	0	5	9	15	3	0
Gm5447	6	0	0	0	4	4	4	0	0	0	6
RP23-451K23.1	0	0	0	1	0	0	0	0	0	0	0
RP23-451K23.3	0	0	0	0	0	0	0	0	0	0	0
RP23-451K23.2	0	0	0	0	0	0	0	0	0	0	0
RP23-408H17.1	1	0	0	0	0	0	0	0	0	0	0
RP23-235J20.2	0	0	0	0	1	0	0	0	0	0	0
RP23-235J20.4	0	0	0	0	0	0	0	0	0	0	0
Gm22330	0	0	0	0	0	0	0	0	0	0	0
RP23-235J20.5	0	0	0	0	0	0	0	0	0	0	0
Gm23351	0	0	0	0	0	0	0	0	0	0	0
A530084C06Rik	0	0	0	0	0	0	0	0	0	0	0
Foxq1	2	0	0	5	11	2	0	0	0	0	4
RP23-322J11.3	0	0	0	0	0	0	0	0	0	0	0
